Note,"Commission regulations permit non-US-based NVOCCs to be licensed or unlicensed (See 46 CFR 515.11, 46 CFR 515.21, also Ocean Transportation Intermediary FAQs available on the Commission website under the FAQ and Notices button). On this listing, unlicensed non-US-based NVOCCs are designated with ** in the License No. field. Licensed non-US-based NVOCCs are included in this list with their license number in the License No. field."
Federal Maritime Commission,
Ocean Transportation Intermediaries (OTI) List,
Org. No.,Lic. No.,Renewal,NAME,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,China Bond Rider Effective Date,Latitude,Longitude
028347,028347,7/31/2024 12:00:00 AM,JCOB LOGIS INC,"6310 CABALLERO BLVD. BUENA PARK, CA 90620 UNITED STATES",N/A,6310 CABALLERO BLVD.,,BUENA PARK,CA,90620,UNITED STATES,(714) 521-3300,,33.84061,-118.0114
030416,030416,6/30/2023 12:00:00 AM,JD LOGISTICS UNITED STATES COMPANY,"13200 LOOP ROAD FONTANA, CA 92337 UNITED STATES",N/A,13200 LOOP ROAD,,FONTANA,CA,92337,UNITED STATES,(626) 998-7907,,34.0469,-117.4739
025892,025892,2/28/2025 12:00:00 AM,JDI LOGISTICS CORPORATION,"263 EAST REDONDO BEACH BLVD. GARDENA, CA 90248 UNITED STATES",N/A,263 EAST REDONDO BEACH BLVD.,,GARDENA,CA,90248,UNITED STATES,(424) 785-8955,,33.87451,-118.2893
025893,025893,3/31/2025 12:00:00 AM,JDY INTERNATIONAL INC.,"2707 E. VALLEY BLVD., STE 310 WEST COVINA, CA 91792 UNITED STATES",N/A,"2707 E. VALLEY BLVD.,",STE 310,WEST COVINA,CA,91792,UNITED STATES,(909) 569-6966,,34.02285,-117.8975
020256,020256,6/30/2024 12:00:00 AM,"JENSON LOGISTICS, INC.","711 MISSION STREET SUITE D SOUTH PASADENA, CA 91030 UNITED STATES",JENSON INTERNATIONAL,711 MISSION STREET,SUITE D,SOUTH PASADENA,CA,91030,UNITED STATES,(626) 300-1080,11/23/2012 12:00:00 AM,34.09306,-118.125
018850,018850,10/31/2024 12:00:00 AM,"JET FREIGHT INTERNATIONAL CO., LTD.","4938 AGNES AVENUE TEMPLE CITY, CA 91780 UNITED STATES",N/A,4938 AGNES AVENUE,,TEMPLE CITY,CA,91780,UNITED STATES,(626) 573-9866,,34.10159,-118.0536
010885,020905,5/31/2025 12:00:00 AM,"JETTA CARGO SERVICES, INC.","5422 WEST ROSECRANS AVENUE HAWTHORNE, CA 90250 UNITED STATES",N/A,5422 WEST ROSECRANS AVENUE,,HAWTHORNE,CA,90250,UNITED STATES,310-721-4581,,33.90113,-118.376
028271,028271,1/31/2025 12:00:00 AM,"JG GLOBAL SERVICES, INC.","12492 JUNIPER TERRACE SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,12492 JUNIPER TERRACE,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 274-2118,,33.94641,-118.0838
020851,020851,1/31/2024 12:00:00 AM,"JH INTERNATIONAL SHIPPING, INC.","2111 S. ACACIA COURT COMPTON, CA 90220 UNITED STATES",JH LOGISTICS,2111 S. ACACIA COURT,,COMPTON,CA,90220,UNITED STATES,(310) 223-0040,,33.86072,-118.235
030180,030180,10/31/2025 12:00:00 AM,"JHK LOGISTICS, INC.","7243 ALONDRA BLVD PARAMOUNT, CA 90723 UNITED STATES",N/A,7243 ALONDRA BLVD,,PARAMOUNT,CA,90723,UNITED STATES,(714) 742-9634,,33.89687,-118.1632
026158,026158,8/31/2024 12:00:00 AM,"JIL GROUP USA, INC.","32330 TURNER LANE TEMECULA, CA 92592 UNITED STATES",N/A,32330 TURNER LANE,,TEMECULA,CA,92592,UNITED STATES,(626) 330-8989,,33.49831,-117.0958
025669,025669,9/30/2024 12:00:00 AM,"JK FREIGHT LOGISTICS, INC.","19401 SOUTH VERMONT AVENUE SUITE H-108 TORRANCE, CA 90502 UNITED STATES",N/A,19401 SOUTH VERMONT AVENUE,SUITE H-108,TORRANCE,CA,90502,UNITED STATES,(424) 266-9199,,33.82856,-118.292
010617,010617,7/31/2023 12:00:00 AM,JOEY OH,"8475 ARTESIA BLVD  UNIT A BUENA PARK, CA 90621 UNITED STATES",STARLAX INTERNATIONAL CO.,8475 ARTESIA BLVD ,UNIT A,BUENA PARK,CA,90621,UNITED STATES,(310) 523-9911,,33.85476,-118.2918
021756,021756,6/30/2024 12:00:00 AM,JOHANSON TRANSPORTATION SERVICE,"5583 EAST OLIVE AVENUE FRESNO, CA 93727 UNITED STATES",N/A,5583 EAST OLIVE AVENUE,,FRESNO,CA,93727,UNITED STATES,(559) 458-2200,,36.75811,-119.7017
027730,027730,10/31/2023 12:00:00 AM,JOHNSON WANG,"5942 FRONTIER CIRCLE HUNTINGTON BEACH, CA 92647 UNITED STATES",SEAHAWK LOGISTICS,5942 FRONTIER CIRCLE,,HUNTINGTON BEACH,CA,92647,UNITED STATES,(714) 274-5644,,33.72102,-118.003
018592,018592,2/28/2025 12:00:00 AM,JOVO BABIC,"5250 W. CENTURY BLVD. SUITE 606 LOS ANGELES, CA 90045 UNITED STATES",AQUA AIR ENTERPRISES,5250 W. CENTURY BLVD.,SUITE 606,LOS ANGELES,CA,90045,UNITED STATES,(310) 215-0032,,33.94517,-118.3717
025701,025701,1/31/2025 12:00:00 AM,"JPLOGISTICS, INC.","5820 STONERIDGE MALL RD. SUITE 217 PLEASANTON, CA 94588 UNITED STATES",N/A,5820 STONERIDGE MALL RD.,SUITE 217,PLEASANTON,CA,94588,UNITED STATES,(650) 689-5720,,37.68731,-121.8957
019478,019478,8/31/2022 12:00:00 AM,"JR&K LOGISTICS, LLC","11812 SAN VICENTE BLVD. SUITE 610 LOS ANGELES, CA 90049 UNITED STATES",N/A,11812 SAN VICENTE BLVD.,SUITE 610,LOS ANGELES,CA,90049,UNITED STATES,(213) 674-2210,,34.066,-118.474
031325,031325,5/31/2023 12:00:00 AM,JRY EXPRESS INC,"418 CLOVERLEAF DR. UNIT A BALDWIN PARK, CA 91706 UNITED STATES",N/A,418 CLOVERLEAF DR.,UNIT A,BALDWIN PARK,CA,91706,UNITED STATES,(626) 901-0548,,34.08424,-117.9695
027631,027631,1/31/2023 12:00:00 AM,"JSL LOGISTICS, INC.","12750 CENTER COURT DRIVE SUITE 170 CERRITOS, CA 90703 UNITED STATES",N/A,12750 CENTER COURT DRIVE,SUITE 170,CERRITOS,CA,90703,UNITED STATES,(714) 922-9117,,33.85833,-118.0639
025624,025624,4/30/2023 12:00:00 AM,JT SHIPPING GROUP INC,"12631 E IMPERIAL HIGHWAY SUITE F-110 SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,12631 E IMPERIAL HIGHWAY,SUITE F-110,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 462-1605,,33.94641,-118.0838
027905,024332,2/28/2023 12:00:00 AM,JTFS GROUP,"9480 TELSTAR AVENUE SUITE 202 EL MONTE, CA 91731 UNITED STATES",JT FREIGHT SOLUTIONS,9480 TELSTAR AVENUE,SUITE 202,EL MONTE,CA,91731,UNITED STATES,(626) 872-0852,8/12/2019 12:00:00 AM,34.07914,-118.0371
024760,024760,10/31/2024 12:00:00 AM,"JTL LOGISTICS USA, INC.","17890 CASTLETON STREET SUITE 212 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17890 CASTLETON STREET,SUITE 212,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 581-2288,,33.99194,-117.914
025848,025848,8/31/2024 12:00:00 AM,"JUNCTION INTERNATIONAL SCM, INC.","17890 CASTLETON STREET SUITE 285 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17890 CASTLETON STREET,SUITE 285,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 589-5906,,33.98178,-117.8969
027130,027130,10/31/2023 12:00:00 AM,JUSDA SUPPLY CHAIN MANAGEMENT CORPORATION,"21860 BAKER PKWY INDUSTRY, CA 91789 UNITED STATES",N/A,21860 BAKER PKWY,,INDUSTRY,CA,91789,UNITED STATES,(312) 451-6311,,34.01662,-117.8578
025841,025841,1/31/2024 12:00:00 AM,"JZ INTERNATIONAL, INC.","780 ROOSEVELT SUITE 212 IRVINE, CA 92620 UNITED STATES",N/A,780 ROOSEVELT,SUITE 212,IRVINE,CA,92620,UNITED STATES,(949) 743-4783,,33.7113,-117.762
021872,021872,2/28/2025 12:00:00 AM,"K & M SHIPPING, INC.","2122 SOUTH GRAND AVENUE SUITE L SANTA ANA, CA 92705 UNITED STATES",N/A,2122 SOUTH GRAND AVENUE,SUITE L,SANTA ANA,CA,92705,UNITED STATES,(714) 881-7114,,33.74866,-117.7689
019609,019609,9/30/2022 12:00:00 AM,K & R LOGISTIC INC.,"9111 S. LA CIENEGA BLVD. SUITE 105 INGLEWOOD, CA 90301 UNITED STATES",N/A,9111 S. LA CIENEGA BLVD.,SUITE 105,INGLEWOOD,CA,90301,UNITED STATES,(310) 568-9888,,33.95251,-118.3701
018554,018554,4/30/2024 12:00:00 AM,"K W INTERNATIONAL, INC.","18655 SOUTH BISHOP AVENUE CARSON, CA 90746 UNITED STATES",N/A,18655 SOUTH BISHOP AVENUE,,CARSON,CA,90746,UNITED STATES,(310) 747-1530,8/1/2017 12:00:00 AM,33.85844,-118.2554
027353,027353,3/31/2024 12:00:00 AM,KARGOSMART GLOBAL INC,"13089 PEYTON DR. STE C, #188 CHINO HILLS, CA 91709 UNITED STATES",N/A,13089 PEYTON DR.,"STE C, #188",CHINO HILLS,CA,91709,UNITED STATES,(626) 629-9704,,33.97974,-117.7308
027334,027334,4/30/2023 12:00:00 AM,"KAS LOGISTICS, INC.","600 E. WASHINGTON BLVD. SUITE 208 LOS ANGELES, CA 90015 UNITED STATES",N/A,600 E. WASHINGTON BLVD.,SUITE 208,LOS ANGELES,CA,90015,UNITED STATES,(213) 973-5526,,34.04344,-118.2716
029872,029872,2/28/2025 12:00:00 AM,KBY GLOBAL LOGISTICS INC.,"505 LOS ANGELES AVE MONROVIA, CA 91016 UNITED STATES",N/A,505 LOS ANGELES AVE,,MONROVIA,CA,91016,UNITED STATES,(310) 381-9599,,34.14396,-118.0014
010926,003525,5/31/2023 12:00:00 AM,"KCC TRANSPORT SYSTEMS, INC.","2910 EAST PACIFIC COMMERCE DRIVE RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,2910 EAST PACIFIC COMMERCE DRIVE,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 764-5933,,33.89732,-118.2037
027324,027324,4/30/2023 12:00:00 AM,"KCI LOGISTICS, INC.","17822 WOODBINE COURT CARSON, CA 90746 UNITED STATES",KCI LOGISTICS AMERICA,17822 WOODBINE COURT,,CARSON,CA,90746,UNITED STATES,(310) 625-2009,,33.85844,-118.2554
022024,022024,4/30/2023 12:00:00 AM,KCL LOGISTICS INC.,"2225 WEST COMMONWEALTH AVENUE SUITE 209 ALHAMBRA, CA 91803 UNITED STATES",N/A,2225 WEST COMMONWEALTH AVENUE,SUITE 209,ALHAMBRA,CA,91803,UNITED STATES,(626) 308-9327,,34.08841,-118.1505
023923,023923,3/31/2023 12:00:00 AM,"KELVIN LOGISTICS, INC.","1955 W. 234TH STREET TORRANCE, CA 90501 UNITED STATES",N/A,1955 W. 234TH STREET,,TORRANCE,CA,90501,UNITED STATES,(424) 263-4111,,33.85134,-118.2861
014850,014850,10/31/2024 12:00:00 AM,"KENKO FREIGHT SYSTEMS, INC.","173 MITCHELL AVENUE SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",KENKO SHIPPING LINE,173 MITCHELL AVENUE,,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 873-4567,,37.64946,-122.4013
016745,016745,5/31/2024 12:00:00 AM,KENNY KYUSUP KIM,"371 WEST VICTORIA STREET CARSON, CA 90248 UNITED STATES",K-WAY EXPRESS,371 WEST VICTORIA STREET,,CARSON,CA,90248,UNITED STATES,13103277030,,33.83173,-118.2828
017508,017508,8/31/2022 12:00:00 AM,"KEY INTERNATIONAL GROUP, INC.","2806 ARMOUR LANE REDONDO BEACH, CA 90278 UNITED STATES",KEY INTERNATIONAL SHIPPING,2806 ARMOUR LANE,,REDONDO BEACH,CA,90278,UNITED STATES,(562) 437-7807,,33.7683,-118.192
023099,023099,9/30/2022 12:00:00 AM,"KGL AMERICA, INC.","14400 S. SAN PEDRO STREET GARDENA, CA 90248 UNITED STATES",N/A,14400 S. SAN PEDRO STREET,,GARDENA,CA,90248,UNITED STATES,(310) 645-0992,,33.89202,-118.2729
020211,020211,1/31/2023 12:00:00 AM,"KING FREIGHT (USA), INC.","10900 183RD STREET SUITE 110 CERRITOS, CA 90703 UNITED STATES",N/A,10900 183RD STREET,SUITE 110,CERRITOS,CA,90703,UNITED STATES,(562) 207-3538,,33.86497,-118.1021
026077,026077,7/31/2025 12:00:00 AM,KINGHOOD INTERNATIONAL LOGISTICS INC.,"2565 SAMPSON AVENUE CORONA, CA 92879 UNITED STATES",N/A,2565 SAMPSON AVENUE,,CORONA,CA,92879,UNITED STATES,(951) 268-0881,,33.8812,-117.5391
022824,022824,4/30/2023 12:00:00 AM,KINGS INTERNATIONAL GROUP INC.,"440 EAST HUNTINGTON DRIVE 3RD FLOOR ARCADIA, CA 91006 UNITED STATES",KIG SOLUTIONS,440 EAST HUNTINGTON DRIVE,3RD FLOOR,ARCADIA,CA,91006,UNITED STATES,(626) 316-2861,,34.07788,-118.1367
028639,028639,9/30/2023 12:00:00 AM,KK TRADING LLC,"4901 WEST ROBERTS DRIVE SANTA ANA, CA 92704 UNITED STATES",METTA SHIPPING,4901 WEST ROBERTS DRIVE,,SANTA ANA,CA,92704,UNITED STATES,(714) 900-2866,,33.72651,-117.9047
017711,017711,1/31/2023 12:00:00 AM,KL LOGISTIC CORP.,"15601 NEW CENTURY DRIVE GARDENA, CA 90248 UNITED STATES",N/A,15601 NEW CENTURY DRIVE,,GARDENA,CA,90248,UNITED STATES,(310) 366-7722,,33.89352,-118.2831
025030,025030,10/31/2023 12:00:00 AM,K-LINK LOGISTICS INC,"8653 GARVEY AVENUE SUITE 204 ROSEMEAD, CA 91770 UNITED STATES",N/A,8653 GARVEY AVENUE,SUITE 204,ROSEMEAD,CA,91770,UNITED STATES,(626) 288-8386,,34.06577,-118.0853
025927,025927,7/31/2023 12:00:00 AM,"KMD INTERNATIONAL, INC.","156 S. SPRUCE AVENUE SUITE 208B SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,156 S. SPRUCE AVENUE,SUITE 208B,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(510) 290-4900,,37.65382,-122.4347
016977,016977,7/31/2025 12:00:00 AM,"KONOIKE TRANSPORT AND ENGINEERING (USA), INC.","1420 COIL AVENUE WILMINGTON, CA 90744 UNITED STATES",N/A,1420 COIL AVENUE,,WILMINGTON,CA,90744,UNITED STATES,(310) 513-1500,,33.79308,-118.2426
010717,004208,8/31/2025 12:00:00 AM,"KOREX TRANSPORT, INC.","201 WEST 132ND STREET LOS ANGELES, CA 90061 UNITED STATES",N/A,201 WEST 132ND STREET,,LOS ANGELES,CA,90061,UNITED STATES,(310) 310-3030,,33.91251,-118.277
028242,028242,2/28/2024 12:00:00 AM,"KPL LOGIS, INC.","14710 S. MAPLE AVENUE GARDENA, CA 90248 UNITED STATES",GL LINK AMERICA,14710 S. MAPLE AVENUE,,GARDENA,CA,90248,UNITED STATES,(714) 943-0868,,33.87451,-118.2893
004149,000234,4/30/2023 12:00:00 AM,"L. E. COPPERSMITH, INC.","525 SOUTH. DOUGLAS STREET SUITE 100 EL SEGUNDO, CA 90245 UNITED STATES","COPPERSMITH, INC., ADRIENNE SHIPPING LINE,INC.",525 SOUTH. DOUGLAS STREET,SUITE 100,EL SEGUNDO,CA,90245,UNITED STATES,(310) 607-8000,11/3/2017 12:00:00 AM,33.90887,-118.3837
026567,026567,7/31/2024 12:00:00 AM,"L.Y.M. INTERNATIONAL GROUP (U.S.A.), INC.","3760 W. CENTURY BLVD. INGLEWOOD, CA 90303 UNITED STATES",UNITED COURIER SERVICE,3760 W. CENTURY BLVD.,,INGLEWOOD,CA,90303,UNITED STATES,(714) 522-2210,,33.93769,-118.3321
027148,027148,8/31/2024 12:00:00 AM,LACINOS SPEEDCARGO CORP.,"18945 BRAMHALL LANE 9843 KINGERMAN ST. ROWLAND HEIGHTS, CA 91748 UNITED STATES",N/A,18945 BRAMHALL LANE,9843 KINGERMAN ST.,ROWLAND HEIGHTS,CA,91748,UNITED STATES,(626) 453-8998,,33.98178,-117.8969
020712,020712,2/28/2023 12:00:00 AM,"LANDMARK FREIGHT, INC.","231 EAST IMPERIAL HWY. SUITE 201-A FULLERTON, CA 92835 UNITED STATES",N/A,231 EAST IMPERIAL HWY.,SUITE 201-A,FULLERTON,CA,92835,UNITED STATES,562-868-0838,,33.89721,-117.9689
025947,025947,7/31/2024 12:00:00 AM,LANDSEAIR INC,"2160 CENTURY PARK EAST SUITE 1612N CENTURY CITY, CA 90067 UNITED STATES",N/A,2160 CENTURY PARK EAST,SUITE 1612N,CENTURY CITY,CA,90067,UNITED STATES,(310) 658-6312,,34.05515,-118.4095
027994,027994,4/30/2025 12:00:00 AM,LBC BUSINESS SOLUTIONS NORTH AMERICA CORP.,"3563 INVESTMENT BLVD SUITE 3 HAYWARD, CA 94545 UNITED STATES",N/A,3563 INVESTMENT BLVD,SUITE 3,HAYWARD,CA,94545,UNITED STATES,(310) 619-7461,,37.63324,-122.0971
029670,029670,10/31/2025 12:00:00 AM,"LC LOGISTICS SERVICES, INC.","2151 S. PROFORMA AVE. ONTARIO, CA 91761 UNITED STATES",N/A,2151 S. PROFORMA AVE.,,ONTARIO,CA,91761,UNITED STATES,(909) 930-2932,,34.03165,-117.6187
020178,020178,8/31/2022 12:00:00 AM,"LCL SHIPPING USA, INC.","625 WEST VICTORIA STREET COMPTON, CA 90220 UNITED STATES",CARGO PLANET LOGISTICS,625 WEST VICTORIA STREET,,COMPTON,CA,90220,UNITED STATES,(310) 515-8868,,33.86796,-118.2326
019262,019262,2/28/2024 12:00:00 AM,LE INTERNATIONAL INC.,"3047 WEST VALLEY BLVD. ALHAMBRA, CA 91803 UNITED STATES",ESS CARGO SERVICES,3047 WEST VALLEY BLVD.,,ALHAMBRA,CA,91803,UNITED STATES,(310) 410-1400,,34.07614,-118.1593
025213,025213,3/31/2023 12:00:00 AM,"LEAD YOUNG LOGISTICS INTERNATIONAL, INC.","1032 EDWARDS ROAD BURLINGAME, CA 94010 UNITED STATES",N/A,1032 EDWARDS ROAD,,BURLINGAME,CA,94010,UNITED STATES,(650) 867-2587,,37.57589,-122.363
014813,004522,2/28/2023 12:00:00 AM,LEADER MUTUAL FREIGHT SYSTEM INC.,"5430 WEST ROSECRANS AVENUE HAWTHORNE, CA 90250 UNITED STATES",N/A,5430 WEST ROSECRANS AVENUE,,HAWTHORNE,CA,90250,UNITED STATES,(310) 787-3322,,33.90171,-118.375
028299,028299,9/30/2022 12:00:00 AM,LEESA FORWARDING INC,"9420 TELSTAR AVE SUITE 200 EL MONTE, CA 91731 UNITED STATES",N/A,9420 TELSTAR AVE,SUITE 200,EL MONTE,CA,91731,UNITED STATES,(626) 522-0743,,34.07914,-118.0371
015092,004524,4/30/2023 12:00:00 AM,"LEEWAY GLOBAL NETWORK, INC.","418 DOWNEY LANE  PLACENTIA, CA 92870 UNITED STATES",N/A,418 DOWNEY LANE ,,PLACENTIA,CA,92870,UNITED STATES,(310) 353-2235,,33.8447,-118.2657
017207,017207,7/31/2022 12:00:00 AM,LEGEND EXPRESS CO.,"1506 S. PALOMA STREET LOS ANGELES, CA 90021 UNITED STATES",N/A,1506 S. PALOMA STREET,,LOS ANGELES,CA,90021,UNITED STATES,(213) 747-5705,,34.02818,-118.2497
023194,023194,4/30/2025 12:00:00 AM,"LEGEND INTERNATIONAL TRANSPORT, LLC.","7138 KILTY AVE WEST HILLS, CA 91307 UNITED STATES",N/A,7138 KILTY AVE,,WEST HILLS,CA,91307,UNITED STATES,(855) 353-4363,,34.22004,-118.4503
025968,025968,8/31/2024 12:00:00 AM,LEVER LOGISTICS LLC,"357 VAN NESS WAY SUITE 260 TORRANCE, CA 90501 UNITED STATES",N/A,357 VAN NESS WAY,SUITE 260,TORRANCE,CA,90501,UNITED STATES,(424) 652-5020,,33.82682,-118.3118
020456,020456,6/30/2024 12:00:00 AM,LGS LOGISTIC INC.,"3298 E WILLOW ST. SIGNAL HILL, CA 90755 UNITED STATES",N/A,3298 E WILLOW ST.,,SIGNAL HILL,CA,90755,UNITED STATES,(626) 715-4849,,34.06307,-118.12
031142,031142,2/29/2024 12:00:00 AM,LIGENTIA USA INC.,"611 GATEWAY BLVD SUITE 268 SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,611 GATEWAY BLVD,SUITE 268,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 200-6788,,37.65382,-122.4347
024849,024849,9/30/2024 12:00:00 AM,"LINCHPIN WORLDWIDE LOGISTICS, INC","1515 KONA DRIVE COMPTON, CA 90220 UNITED STATES",N/A,1515 KONA DRIVE,,COMPTON,CA,90220,UNITED STATES,(310) 627-5959,,33.89066,-118.239
025476,025476,6/30/2022 12:00:00 AM,"LINEAGE FREIGHT MANAGEMENT, LLC","1 PARK PLAZA SUITE 550 IRVINE, CA 92614 UNITED STATES",N/A,1 PARK PLAZA,SUITE 550,IRVINE,CA,92614,UNITED STATES,(949) 247-5327,,33.6791,-117.8285
030823,030823,3/31/2023 12:00:00 AM,LINKSMASTER LOGISTICS CO.,"19223 COLIMA ROAD SUITE 790 ROWLAND HEIGHTS, CA 91748 UNITED STATES",N/A,19223 COLIMA ROAD,SUITE 790,ROWLAND HEIGHTS,CA,91748,UNITED STATES,(310) 400-9062,,33.98178,-117.8969
029089,029089,9/30/2022 12:00:00 AM,"LIVINGSTONE LOGISTICS, INC.","9331 LIME CIRCLE CYPRESS, CA 90630 UNITED STATES",N/A,9331 LIME CIRCLE,,CYPRESS,CA,90630,UNITED STATES,(562) 445-5146,,33.81861,-118.0387
025505,025505,5/31/2025 12:00:00 AM,LIVIOCEAN LOGISTICS INC.,"732 N. DIAMOND BAR BLVD. SUITE 226 DIAMOND BAR, CA 91765 UNITED STATES",N/A,732 N. DIAMOND BAR BLVD.,SUITE 226,DIAMOND BAR,CA,91765,UNITED STATES,(714) 486-2676,,34.00658,-117.8098
015162,015162,2/28/2024 12:00:00 AM,LOA INT'L (USA) TRANSPORT CO. INC.,"360 PARRIOTT PLACE WEST CITY OF INDUSTRY, CA 91745-9174 UNITED STATES",N/A,360 PARRIOTT PLACE WEST,,CITY OF INDUSTRY,CA,91745-9174,UNITED STATES,(909) 594-6669,,34.00486,-117.8466
024993,024993,3/31/2025 12:00:00 AM,"LOGIFOCUS USA, INC.","500 EAST CARSON PLAZA DRIVE SUITE 219 CARSON, CA 90746 UNITED STATES",N/A,500 EAST CARSON PLAZA DRIVE,SUITE 219,CARSON,CA,90746,UNITED STATES,3105150088,,33.85844,-118.2554
030045,030045,5/31/2024 12:00:00 AM,LOGISTICS BY SUPRA LLC,"1421 CHARLES WILLARD ST CARSON, CA 90746 UNITED STATES",N/A,1421 CHARLES WILLARD ST,,CARSON,CA,90746,UNITED STATES,(310) 549-7105,,33.85844,-118.2554
024176,024176,6/30/2025 12:00:00 AM,LOGISTICS CARGO CONCEPT INC.,"917 W. SPRUCE AVENUE INGLEWOOD, CA 90301 UNITED STATES",N/A,917 W. SPRUCE AVENUE,,INGLEWOOD,CA,90301,UNITED STATES,(310) 728-6178,,33.95543,-118.372
020607,020607,7/31/2025 12:00:00 AM,"LOGITECH SHIPPING, INC.","3020 OLD BRANCH PARKWAY SUITE 300 SEAL BEACH, CA 90740 UNITED STATES",N/A,3020 OLD BRANCH PARKWAY,SUITE 300,SEAL BEACH,CA,90740,UNITED STATES,(562) 951-3494,,33.76398,-118.1992
020664,020664,4/30/2024 12:00:00 AM,"LOGOS LOGISTICS, INC.","10900 183RD STREET SUITE 225 CERRITOS, CA 90703 UNITED STATES",N/A,10900 183RD STREET,SUITE 225,CERRITOS,CA,90703,UNITED STATES,(562) 402-4800,,33.86497,-118.1021
027634,027634,4/30/2023 12:00:00 AM,LONGO AVIATION INC,"15060 SHOEMAKER AVENUE SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,15060 SHOEMAKER AVENUE,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(526) 229-9551,,33.94641,-118.0838
026296,026296,9/30/2024 12:00:00 AM,LONGSAIL USA CORPORATION,"398 LEMON CREEK DRIVE SUITE F WALNUT, CA 91789 UNITED STATES",N/A,398 LEMON CREEK DRIVE,SUITE F,WALNUT,CA,91789,UNITED STATES,(626) 386-8828,,34.01662,-117.8578
029542,029542,2/28/2024 12:00:00 AM,LONGYUAN FORWARDING INC,"2440 S MILLIKEN AVE ONTARIO, CA 91761 UNITED STATES",AMERICAN NEW LOGISTICS SERVICE,2440 S MILLIKEN AVE,,ONTARIO,CA,91761,UNITED STATES,(626) 225-8083,,34.03165,-117.6187
022768,022768,8/31/2024 12:00:00 AM,"LOPA CO., LTD.","9690 TELSTAR AVENUE SUITE 225 EL MONTE, CA 91731 UNITED STATES",N/A,9690 TELSTAR AVENUE,SUITE 225,EL MONTE,CA,91731,UNITED STATES,(626) 476-3315,,33.85556,-118.0369
026655,026655,5/31/2024 12:00:00 AM,"LPS FREIGHT MANAGEMENT, INC.","13936 S BROADWAY LOS ANGELES, CA 90061 UNITED STATES",N/A,13936 S BROADWAY,,LOS ANGELES,CA,90061,UNITED STATES,(310) 697-3027,,33.92449,-118.2716
021600,021600,10/31/2022 12:00:00 AM,"LTH LOGISTICS, INC.","5338 LINDBERGH LANE BELL, CA 90201 UNITED STATES",LTH EXPRESS,5338 LINDBERGH LANE,,BELL,CA,90201,UNITED STATES,(310) 216-1100,,33.99579,-118.1723
027647,027647,7/31/2024 12:00:00 AM,"LUCETE ENTERPRISE, INC.","2441 W. 205TH STREET SUITE C200C TORRANCE, CA 90501 UNITED STATES",LUCETE SUPPLY CHAIN,2441 W. 205TH STREET,SUITE C200C,TORRANCE,CA,90501,UNITED STATES,(919) 264-4709,,33.82682,-118.3118
018565,018565,5/31/2024 12:00:00 AM,"LUCKY FREIGHT, INC.","441 SOUTH GARFIELD AVENUE SUITE C MONTEREY PARK, CA 91754 UNITED STATES",N/A,441 SOUTH GARFIELD AVENUE,SUITE C,MONTEREY PARK,CA,91754,UNITED STATES,(323) 268-6748,,34.05684,-118.1246
023579,023579,9/30/2022 12:00:00 AM,"M & D GLOBAL LOGISTICS, INC.","2211 S HACIENDA BLVD SUITE 208 HACIENDA HEIGHTS, CA 91745 UNITED STATES",N/A,2211 S HACIENDA BLVD,SUITE 208,HACIENDA HEIGHTS,CA,91745,UNITED STATES,(626) 330-9966,11/23/2012 12:00:00 AM,33.99453,-117.9693
013249,003516,6/30/2023 12:00:00 AM,"M.A.M. INTERCONTINENTAL AND OVERSEAS SERVICES, INC","22895 SAVI RANCH PARKWAY SUITE B YORBA LINDA, CA 92887 UNITED STATES",RED SEA SHIPPING COMPANY,22895 SAVI RANCH PARKWAY,SUITE B,YORBA LINDA,CA,92887,UNITED STATES,(714) 998-0150,,33.87523,-117.7374
027202,027202,2/28/2025 12:00:00 AM,"M2 SHIPPING COMPANY, INC.","20955 PATHFINDER ROAD SUITE 201 DIAMOND BAR, CA 91765 UNITED STATES",N/A,20955 PATHFINDER ROAD,SUITE 201,DIAMOND BAR,CA,91765,UNITED STATES,(909) 895-7938,,34.00658,-117.8098
