Note,"Commission regulations permit non-US-based NVOCCs to be licensed or unlicensed (See 46 CFR 515.11, 46 CFR 515.21, also Ocean Transportation Intermediary FAQs available on the Commission website under the FAQ and Notices button). On this listing, unlicensed non-US-based NVOCCs are designated with ** in the License No. field. Licensed non-US-based NVOCCs are included in this list with their license number in the License No. field."
Federal Maritime Commission,
Ocean Transportation Intermediaries (OTI) List,
Org. No.,Lic. No.,Renewal,NAME,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,China Bond Rider Effective Date,Latitude,Longitude
018000,018000,10/31/2022 12:00:00 AM,"STAT LOGISTICS INTERNATIONAL, INC.","26330 CORPORATE AVENUE HAYWARD, CA 94545 UNITED STATES",N/A,26330 CORPORATE AVENUE,,HAYWARD,CA,94545,UNITED STATES,(510) 783-7355,,37.64395,-122.12
027003,027003,3/31/2025 12:00:00 AM,STEADFAST SHIPPING INC.,"18517 DEVLIN AVENUE ARTESIA, CA 90701 UNITED STATES",N/A,18517 DEVLIN AVENUE,,ARTESIA,CA,90701,UNITED STATES,(562) 983-3955,,33.86657,-118.068
023790,023790,10/31/2022 12:00:00 AM,"STEELE LOGISTICS, LLC","101 WEST WALNUT AVENUE SUITE 129 GARDENA, CA 90248 UNITED STATES",N/A,101 WEST WALNUT AVENUE,SUITE 129,GARDENA,CA,90248,UNITED STATES,(562) 435-4200,,33.7844,-118.2114
030406,030406,6/30/2025 12:00:00 AM,STELLAR ONE INTERNATIONAL INC,"24520 CHANNEL CT. HARBOR CITY, CA 90710 UNITED STATES",N/A,24520 CHANNEL CT.,,HARBOR CITY,CA,90710,UNITED STATES,(310) 400-9628,,33.797,-118.2991
019737,019737,7/31/2023 12:00:00 AM,"STEVENS GLOBAL LOGISTICS, INC.","3700 REDONDO BEACH AVENUE REDONDO BEACH, CA 90278 UNITED STATES",STEVENS GLOBAL FREIGHT SERVICES,3700 REDONDO BEACH AVENUE,,REDONDO BEACH,CA,90278,UNITED STATES,(800) 392-1860,,33.88992,-118.37
023862,023862,2/28/2024 12:00:00 AM,"STRAIGHT FORWARDING, INC.","20275 E BUSINESS PARKWAY CITY OF INDUSTRY, CA 91789 UNITED STATES",N/A,20275 E BUSINESS PARKWAY,,CITY OF INDUSTRY,CA,91789,UNITED STATES,(909) 594-3400,,34.00822,-117.8474
019448,019448,8/31/2024 12:00:00 AM,"STREAMLINE SHIPPERS & ASSOCIATES, INC.","2225 W. COMMOONWEALTH AVE SUITE 103 ALHAMBRA, CA 91803 UNITED STATES",N/A,2225 W. COMMOONWEALTH AVE,SUITE 103,ALHAMBRA,CA,91803,UNITED STATES,(323) 271-3850,11/26/2012 12:00:00 AM,34.07451,-118.1434
027873,027873,3/31/2025 12:00:00 AM,STS AMERICA INC,"1100 WEST TOWN AND COUNTRY ROAD SUITE 1250 ORANGE, CA 92868 UNITED STATES",STS GLOBAL LOGISTICS,1100 WEST TOWN AND COUNTRY ROAD,SUITE 1250,ORANGE,CA,92868,UNITED STATES,(847) 567-1105,,33.7861,-117.8799
027107,027107,7/31/2025 12:00:00 AM,SUBLIME INTERTRADE,"616 EMERALD STREET SUITE 2 REDONDO BEACH, CA 90227 UNITED STATES",N/A,616 EMERALD STREET,SUITE 2,REDONDO BEACH,CA,90227,UNITED STATES,(888) 456-5522,,,
007932,003407,7/31/2022 12:00:00 AM,"SUMITOMO WAREHOUSE (U.S.A.), INC.","19301 PACIFIC GATEWAY DRIVE PACIFIC GATEWAY CENTER TORRANCE, CA 90502 UNITED STATES",N/A,19301 PACIFIC GATEWAY DRIVE,PACIFIC GATEWAY CENTER,TORRANCE,CA,90502,UNITED STATES,(310) 769-0205,,33.82856,-118.292
028085,026596,6/30/2025 12:00:00 AM,"SUMMER BEE CUSTOMS BROKERAGE, INC.","1633 BAYSHORE HIGHWAY SUITE 148 BURLINGAME, CA 94010 UNITED STATES",N/A,1633 BAYSHORE HIGHWAY,SUITE 148,BURLINGAME,CA,94010,UNITED STATES,(650) 409-1010,,37.57589,-122.363
031351,031351,1/31/2024 12:00:00 AM,SUN DRAGON LOGISTICS INC,"376 LEMON CREEK DRIVE SUITE B WALNUT, CA 91789 UNITED STATES",N/A,376 LEMON CREEK DRIVE,SUITE B,WALNUT,CA,91789,UNITED STATES,(626) 552-5675,,34.01662,-117.8578
020160,020160,10/31/2024 12:00:00 AM,"SUN FINE SYSTEMS, INC.","780 SOUTH NOGALES STREET SUITE F CITY OF INDUSTRY, CA 91748 UNITED STATES",PREMIER CARGO LOGISTICS,780 SOUTH NOGALES STREET,SUITE F,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 608-1588,,34.10175,-117.9366
026086,026086,6/30/2025 12:00:00 AM,"SUN GLOBAL LOGISTICS, INC.","5600 WINDSOR COURT BUENA PARK, CA 90621 UNITED STATES",N/A,5600 WINDSOR COURT,,BUENA PARK,CA,90621,UNITED STATES,(562) 228-8718,,33.87313,-117.9943
024923,024923,3/31/2023 12:00:00 AM,SUN TRACK EXPRESS INC,"1000 CORPORATE CENTER DRIVE SUITE 209 MONTEREY PARK, CA 91754 UNITED STATES",N/A,1000 CORPORATE CENTER DRIVE,SUITE 209,MONTEREY PARK,CA,91754,UNITED STATES,(323) 863-8530,5/16/2014 12:00:00 AM,34.05341,-118.1271
019811,019811,1/31/2023 12:00:00 AM,"SUNCARGO, INC.","1457 EAST PLAZA BLVD. NATIONAL CITY, CA 91950 UNITED STATES",N/A,1457 EAST PLAZA BLVD.,,NATIONAL CITY,CA,91950,UNITED STATES,(619) 474-8091,,32.67682,-117.0912
024972,024972,2/28/2025 12:00:00 AM,SUNFLOWER WORLDWIDE TRADING,"3257 DEL MAR AVE SUITE B ROSEMEAD, CA 91770 UNITED STATES",PACIFIC CARGO EXPRESS,3257 DEL MAR AVE,SUITE B,ROSEMEAD,CA,91770,UNITED STATES,(626) 350-9088,,34.06577,-118.0853
016879,016879,9/30/2022 12:00:00 AM,"SUNICE CARGO LOGISTICS, INC.","970 EAST 236TH STREET CARSON, CA 90745 UNITED STATES",N/A,970 EAST 236TH STREET,,CARSON,CA,90745,UNITED STATES,(310) 345-9554,,33.87771,-118.2463
017719,017719,9/30/2023 12:00:00 AM,"SUNJIN SHIPPING (U.S.A.), INC.","16855 KNOTT AVENUE LA MIRADA, CA 90638 UNITED STATES",N/A,16855 KNOTT AVENUE,,LA MIRADA,CA,90638,UNITED STATES,(718) 995-3600,,40.65793,-73.7688
016425,016425,5/31/2023 12:00:00 AM,"SUNLIGHT TRANSPORT, INC.","3401 INVESTMENT BLVD. UNIT 12 HAYWARD, CA 94545 UNITED STATES",N/A,3401 INVESTMENT BLVD.,UNIT 12,HAYWARD,CA,94545,UNITED STATES,(510) 723-5050,,37.66737,-122.3825
017813,017813,3/31/2023 12:00:00 AM,SUNNY INTERNATIONAL LOGISTICS INC.,"5635 PECK ROAD ARCADIA, CA 91006 UNITED STATES",SUNNY LINE,5635 PECK ROAD,,ARCADIA,CA,91006,UNITED STATES,(626) 358-0808,8/1/2013 12:00:00 AM,34.10073,-118.0081
019241,019241,1/31/2024 12:00:00 AM,"SUNWAY EXPRESS, INC.","15241 DON JULIAN ROAD CITY OF INDUSTRY, CA 91745 UNITED STATES",MTS TRANSPORTATION,15241 DON JULIAN ROAD,,CITY OF INDUSTRY,CA,91745,UNITED STATES,562-407-0055,,34.0211,-117.9687
019473,019473,3/31/2025 12:00:00 AM,SUNWAY LOGISTICS (USA) INC.,"3360 FLAIR DR. SUITE 210-B EL MONTE, CA 91731 UNITED STATES",N/A,3360 FLAIR DR.,SUITE 210-B,EL MONTE,CA,91731,UNITED STATES,(626) 281-5868,,34.09202,-118.1414
024522,024522,2/28/2023 12:00:00 AM,SUPER YOU GLOBAL,"2212 FRANCIS AVE SANTA CLARA, CA 95051 UNITED STATES",N/A,2212 FRANCIS AVE,,SANTA CLARA,CA,95051,UNITED STATES,(650) 862-1890,,37.34699,-121.9838
018707,018707,7/31/2025 12:00:00 AM,"SUPERIOR LOGISTIC, INC.","131 S. BRENT CIRCLE WALNUT, CA 91789 UNITED STATES",N/A,131 S. BRENT CIRCLE,,WALNUT,CA,91789,UNITED STATES,(909)595-4888,,34.01957,-117.8384
028726,028726,6/30/2023 12:00:00 AM,SUPREME LOGISTICS INTERNATIONAL USA INC.,"5207 HALIFAX ROAD TEMPLE CITY, CA 91780 UNITED STATES",N/A,5207 HALIFAX ROAD,,TEMPLE CITY,CA,91780,UNITED STATES,(626) 378-8278,,34.10159,-118.0536
019205,019205,5/31/2025 12:00:00 AM,SW LOGISTICS INC.,"6701 THORNHILL DR. OAKLAND, CA 94611 UNITED STATES",N/A,6701 THORNHILL DR.,,OAKLAND,CA,94611,UNITED STATES,(510) 303-0895,,37.8039,-122.2708
027383,027383,3/31/2025 12:00:00 AM,SWIFT CARGO INC,"16700 VALLEY VIEW AVENUE SUITE 162 LA MIRADA, CA 90638 UNITED STATES",N/A,16700 VALLEY VIEW AVENUE,SUITE 162,LA MIRADA,CA,90638,UNITED STATES,(562) 926-0509,,33.90668,-118.0101
030647,030647,7/31/2024 12:00:00 AM,SZI LOGISITCS LLC,"11211 JERSEY BLVD SUITE 101 RANCHO CUCAMONGA, CA 91730 UNITED STATES",N/A,11211 JERSEY BLVD,SUITE 101,RANCHO CUCAMONGA,CA,91730,UNITED STATES,(626) 461-8880,,34.10704,-117.5941
022660,022660,10/31/2024 12:00:00 AM,"T & B MASTER LOGISTICS, INC.","1490 BEACHEY PLACE CARSON, CA 90746 UNITED STATES",N/A,1490 BEACHEY PLACE,,CARSON,CA,90746,UNITED STATES,(310) 604-8070,,33.86171,-118.2444
021781,021781,1/31/2025 12:00:00 AM,T.V.L. GLOBAL LOGISTICS CORP.,"12880 MOORE STREET CERRITOS, CA 90703 UNITED STATES",N/A,12880 MOORE STREET,,CERRITOS,CA,90703,UNITED STATES,(562) 926-6788,,33.89515,-118.172
030081,030081,1/31/2025 12:00:00 AM,TAIKOO SUPPLY CHAIN INC,"2844 ONYX WAY WEST COVINA, CA 91792 UNITED STATES",N/A,2844 ONYX WAY,,WEST COVINA,CA,91792,UNITED STATES,(310) 310-1988,,34.02285,-117.8975
024050,024050,10/31/2024 12:00:00 AM,"TAIWAN EXPRESS (USA), INC.","540 E ALONDRA BLVD. GARDENA, CA 90248 UNITED STATES",N/A,540 E ALONDRA BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 323-0461,,33.96717,-118.3666
016264,016264,4/30/2024 12:00:00 AM,"TAKASE ADD SYSTEM, INC.","1907 REDONDO AVENUE SUITE B SIGNAL HILL, CA 90755 UNITED STATES",N/A,1907 REDONDO AVENUE,SUITE B,SIGNAL HILL,CA,90755,UNITED STATES,(562) 597-4900,,33.79197,-118.1519
027667,027667,7/31/2024 12:00:00 AM,TANERA TRANSPORT LLC,"17870 CASTLETON STREET SUITE 335 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17870 CASTLETON STREET,SUITE 335,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 778-0168,,33.98178,-117.8969
027655,027655,5/31/2024 12:00:00 AM,TANG LINK INTERNATIONAL INC.,"17588 ROWLAND STREET UNIT A-296 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17588 ROWLAND STREET,UNIT A-296,CITY OF INDUSTRY,CA,91748,UNITED STATES,(424) 223-5055,,33.98178,-117.8969
027239,027239,9/30/2023 12:00:00 AM,"TAYLOR FREIGHT, INC.","1931 E. DEL AMO BLVD COMPTON, CA 90220 UNITED STATES",N.E.W.S. LOGISTICS,1931 E. DEL AMO BLVD,,COMPTON,CA,90220,UNITED STATES,(310) 608-1800,,33.89066,-118.239
023409,023409,9/30/2022 12:00:00 AM,"TCRE GLOBAL, INC.","1201 S. BEACH BLVD. SUITE 202 LA HABRA, CA 90631 UNITED STATES",JOINUS WORLDWIDE FREIGHT,1201 S. BEACH BLVD.,SUITE 202,LA HABRA,CA,90631,UNITED STATES,(562) 947-4500,,33.91636,-117.9694
028943,028943,3/31/2024 12:00:00 AM,"TD LOGISTICS, INC.","3230 DULZURA DRIVE HACIENDA HEIGHTS, CA 91745 UNITED STATES",N/A,3230 DULZURA DRIVE,,HACIENDA HEIGHTS,CA,91745,UNITED STATES,(626) 246-5756,,33.99774,-117.9652
016265,016265,5/31/2024 12:00:00 AM,"TDC INTERNATIONAL EXPRESS, INC.","14752 BEACH BLVD SUITE 208 LA MIRADA, CA 90630 UNITED STATES",N/A,14752 BEACH BLVD,SUITE 208,LA MIRADA,CA,90630,UNITED STATES,(562) 921-8700,,33.81861,-118.0387
024556,024556,6/30/2024 12:00:00 AM,"TDR LOGISTICS, INC.","726 BIG FALLS DR DIAMOND BAR, CA 91765-2463 UNITED STATES",N/A,726 BIG FALLS DR,,DIAMOND BAR,CA,91765-2463,UNITED STATES,6262428912,,34.00031,-117.8349
026767,026767,7/31/2024 12:00:00 AM,THE CARGO INTERNATIONAL LOGISTICS,"605 S. MELROSE STREET ANAHEIM, CA 92805 UNITED STATES",N/A,605 S. MELROSE STREET,,ANAHEIM,CA,92805,UNITED STATES,(213) 258-0606,,33.83533,-117.9063
015354,015354,4/30/2024 12:00:00 AM,"THE GREAT BEAR, INC","1853 W. FRONTAGE ROAD BRAWLEY, CA 92227 UNITED STATES",N/A,1853 W. FRONTAGE ROAD,,BRAWLEY,CA,92227,UNITED STATES,(310) 329-5200,,33.77855,-118.2509
019365,019365,5/31/2024 12:00:00 AM,THE ONE SHIPPING INC.,"1640 SOUTH GROVE AVENUE UNIT D ONTARIO, CA 91761 UNITED STATES",N/A,1640 SOUTH GROVE AVENUE,UNIT D,ONTARIO,CA,91761,UNITED STATES,(909) 203-1488,,34.04411,-117.6292
012144,003058,8/31/2024 12:00:00 AM,THE PASHA GROUP,"4040 CIVIC CENTER DRIVE SUITE 350 SAN RAFAEL, CA 94903 UNITED STATES","ASIATIC TRANS-PACIFIC, PASHA INTERNATIONAL",4040 CIVIC CENTER DRIVE,SUITE 350,SAN RAFAEL,CA,94903,UNITED STATES,(415) 927-6400,,38.00673,-122.5383
022511,011104,4/30/2025 12:00:00 AM,"THE ULTIMATE FREIGHT MANAGEMENT & LOGISTICS, INC.","9215 HALL ROAD DOWNEY, CA 90241 UNITED STATES",N/A,9215 HALL ROAD,,DOWNEY,CA,90241,UNITED STATES,(562) 250-0588,,33.93197,-118.1217
004445,000967,7/31/2024 12:00:00 AM,"THORNLEY & PITT, INC.","1633 BAYSHORE HIGHWAY SUITE 260 BURLINGAME, CA 94010 UNITED STATES",N/A,1633 BAYSHORE HIGHWAY,SUITE 260,BURLINGAME,CA,94010,UNITED STATES,(415) 986-6526,11/23/2012 12:00:00 AM,37.60077,-122.3798
027449,027449,9/30/2024 12:00:00 AM,"THREE FORT LOGISTICS, INC.","10681 BUSINESS DR FONTANA, CA 92337 UNITED STATES",N/A,10681 BUSINESS DR,,FONTANA,CA,92337,UNITED STATES,(909) 200-3099,,34.0469,-117.4739
027608,027608,8/31/2023 12:00:00 AM,"THREE WAY LOGISTICS, INC.","42505 CHRISTY STREET FREMONT, CA 94538 UNITED STATES",N/A,42505 CHRISTY STREET,,FREMONT,CA,94538,UNITED STATES,(408) 748-3929,,37.53082,-121.9712
028007,028007,7/31/2025 12:00:00 AM,THREE WIN INTERNATIONAL INC,"15424 LA MIRADA BLVD. SUITE AA104 LA MIRADA, CA 90638 UNITED STATES","ALL PROFIT LOGISTICS CO., SHINBONG TRANSPORTATION CO.",15424 LA MIRADA BLVD.,SUITE AA104,LA MIRADA,CA,90638,UNITED STATES,(213) 255-8168,,33.90668,-118.0101
030325,030325,5/31/2023 12:00:00 AM,"THS LOGISTICS, INC.","18809 CRENSHAW BLVD TORRANCE, CA 90504 UNITED STATES",N/A,18809 CRENSHAW BLVD,,TORRANCE,CA,90504,UNITED STATES,(310) 615-0267,,33.87082,-118.3295
018444,018444,4/30/2024 12:00:00 AM,"TIAN RONG LOGISTICS, INC.","2075 S. ATLANTIC BLVD. SUITE H MONTEREY PARK, CA 91754 UNITED STATES",N/A,2075 S. ATLANTIC BLVD.,SUITE H,MONTEREY PARK,CA,91754,UNITED STATES,(323) 269-0102,11/23/2012 12:00:00 AM,34.03968,-118.1431
023414,023414,4/30/2023 12:00:00 AM,TIME WINNER INT'L INC.,"6195 RANDOLPH STREET COMMERCE, CA 90040 UNITED STATES",TIME WINNER INT'L EXPRESS,6195 RANDOLPH STREET,,COMMERCE,CA,90040,UNITED STATES,(909) 594-2999,,34.00898,-117.8476
019729,019729,9/30/2023 12:00:00 AM,"TK FREIGHT, INC.","831 SOUTH LEMON AVENUE SUITE A-11-F WALNUT, CA 91789 UNITED STATES",N/A,831 SOUTH LEMON AVENUE,SUITE A-11-F,WALNUT,CA,91789,UNITED STATES,(909) 595-6419,,34.04385,-118.0024
025636,025636,6/30/2023 12:00:00 AM,"TNJ GLOBAL, INC.","13579 LARWIN CIRCLE SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,13579 LARWIN CIRCLE,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 623-1115,,33.94641,-118.0838
030056,030056,6/30/2024 12:00:00 AM,TNS FREIGHT SOLUTIONS,"7211 HAVEN AVE SUITE E602 ALTA LOMA, CA 91701 UNITED STATES",N/A,7211 HAVEN AVE,SUITE E602,ALTA LOMA,CA,91701,UNITED STATES,(909) 226-6017,,34.13392,-117.5992
019538,019538,8/31/2023 12:00:00 AM,TONS LOGISTICS INTERNATIONAL LIMITED,"18505 SOUTH BROADWAY STREET GARDENA, CA 90248 UNITED STATES",N/A,18505 SOUTH BROADWAY STREET,,GARDENA,CA,90248,UNITED STATES,(310) 338-0337,,33.92091,-118.3344
017053,017053,3/31/2024 12:00:00 AM,TOP CONTAINER LINE INC.,"17910 SKY PARK CIRCLE SUITE 201 IRVINE, CA 92614 UNITED STATES",N/A,17910 SKY PARK CIRCLE,SUITE 201,IRVINE,CA,92614,UNITED STATES,(310) 320-5577,,33.859,-118.3032
013291,013291,1/31/2025 12:00:00 AM,"TOP LINE ENTERPRISE, INC.","18747 S. LAUREL PARK ROAD RANCHO DOMINGUEZ, CA 90301 UNITED STATES",N/A,18747 S. LAUREL PARK ROAD,,RANCHO DOMINGUEZ,CA,90301,UNITED STATES,(310) 216-7888,,33.95505,-118.3556
022884,022884,4/30/2025 12:00:00 AM,TOP WISE LOGISTICS INC.,"6800 WATCHER STREET COMMERCE, CA 90040 UNITED STATES",N/A,6800 WATCHER STREET,,COMMERCE,CA,90040,UNITED STATES,(562) 927-2888,,34.08599,-118.1465
031386,031386,6/30/2025 12:00:00 AM,TOPASIA INTERNATIONAL LOGISTICS U.S. CO. LTD.,"1000 LAKES DRIVE SUITE 415 WEST COVINA, CA 91790 UNITED STATES",N/A,1000 LAKES DRIVE,SUITE 415,WEST COVINA,CA,91790,UNITED STATES,(626) 725-6398,,34.06734,-117.9366
028894,028894,4/30/2025 12:00:00 AM,"TOPLINE FREIGHT, INC.","6306 GLADIOLA CIRCLE CHINO HILLS, CA 91709 UNITED STATES",N/A,6306 GLADIOLA CIRCLE,,CHINO HILLS,CA,91709,UNITED STATES,(626) 262-1138,,33.97974,-117.7308
026833,026833,3/31/2023 12:00:00 AM,TOPLINK LOGISTICS INC.,"15929 E. VALLEY BLVD. SUITE 1008 CITY OF INDUSTRY, CA 91744 UNITED STATES",N/A,15929 E. VALLEY BLVD.,SUITE 1008,CITY OF INDUSTRY,CA,91744,UNITED STATES,(856) 857-4368,11/7/2017 12:00:00 AM,34.02943,-117.9341
014097,014097,7/31/2025 12:00:00 AM,TOPOCEAN CONSOLIDATION SERVICE (LOS ANGELES) INC.,"2727 WORKMAN MILL ROAD CITY OF INDUSTRY, CA 90601 UNITED STATES",N/A,2727 WORKMAN MILL ROAD,,CITY OF INDUSTRY,CA,90601,UNITED STATES,(562) 908-1688,11/23/2012 12:00:00 AM,34.02728,-118.0303
019521,019521,1/31/2023 12:00:00 AM,"TOSHIBA LOGISTICS AMERICA, INC.","5241 CALIFORNIA AVENUE SUITE 250 IRVINE, CA 92617-1608 UNITED STATES",N/A,5241 CALIFORNIA AVENUE,SUITE 250,IRVINE,CA,92617-1608,UNITED STATES,(949) 461-4430,,33.65932,-117.7072
026540,026540,10/31/2024 12:00:00 AM,"TOTAL CARGO EXPRESS LOGISTICS, INC.","500 W. 140TH STREET GARDENA, CA 90248 UNITED STATES","TCE LOGISTICS, INC",500 W. 140TH STREET,,GARDENA,CA,90248,UNITED STATES,(310) 595-6752,,33.87451,-118.2893
017321,017321,1/31/2023 12:00:00 AM,TOTAL FREIGHT SERVICE INC.,"17 GLADSTONE IRVINE, CA 92606 UNITED STATES",N/A,17 GLADSTONE,,IRVINE,CA,92606,UNITED STATES,(909) 313-7610,,34.0684,-118.091
019077,019077,7/31/2025 12:00:00 AM,"TOYO LOGISTICS AMERICA, INC.","20675 SOUTH WESTERN AVENUE SUITE 208 TORRANCE, CA 90501 UNITED STATES",N/A,20675 SOUTH WESTERN AVENUE,SUITE 208,TORRANCE,CA,90501,UNITED STATES,(310) 533-8300,,33.84386,-118.3104
027005,027005,5/31/2025 12:00:00 AM,"TPLOGIX, INC.","16480 HARBOR BLVD. SUITE 210 FOUNTAIN VALLEY, CA 92708-5343 UNITED STATES",N/A,16480 HARBOR BLVD.,SUITE 210,FOUNTAIN VALLEY,CA,92708-5343,UNITED STATES,(562) 474-8460,,33.71076,-117.9523
017014,017014,4/30/2023 12:00:00 AM,"TPS AVIATION, INC.","1515 CROCKER AVENUE HAYWARD, CA 94544 UNITED STATES",N/A,1515 CROCKER AVENUE,,HAYWARD,CA,94544,UNITED STATES,(510) 441-7027,,37.61742,-122.0581
023154,023154,4/30/2024 12:00:00 AM,"TRADE SERVICES USA, INC.","1750 CALIFORNIA AVE. SUITE 202 CORONA, CA 92881 UNITED STATES",N/A,1750 CALIFORNIA AVE.,SUITE 202,CORONA,CA,92881,UNITED STATES,(562) 264-1533,,33.7047,-117.8527
015796,015796,6/30/2025 12:00:00 AM,"TRADE WINDS IMPORT EXPORT, INC.","1700 24TH ST. OAKLAND, CA 94607 UNITED STATES",N/A,1700 24TH ST.,,OAKLAND,CA,94607,UNITED STATES,(510) 836-1644,,37.8197,-122.2911
025468,025468,8/31/2024 12:00:00 AM,TRADELANES GLOBAL INC,"17800 CASTLETON STREET SUITE 266 CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,17800 CASTLETON STREET,SUITE 266,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 400-5807,,33.98178,-117.8969
021092,021092,2/28/2025 12:00:00 AM,"TRANS KNIGHTS, INC.","20955 PATHFINDER ROAD SUITE 222 DIAMOND BAR, CA 91765 UNITED STATES","COSCO SHIPPING INT'L FREIGHT, LOS ANGELES AGENCY",20955 PATHFINDER ROAD,SUITE 222,DIAMOND BAR,CA,91765,UNITED STATES,(909) 206-0099,11/6/2013 12:00:00 AM,33.9846,-117.8473
018019,018019,9/30/2023 12:00:00 AM,"TRANS ORIENT EXPRESS, INC.","5353 WEST IMPERIAL HIGHWAY SUITE 506 LOS ANGELES, CA 90045 UNITED STATES",N/A,5353 WEST IMPERIAL HIGHWAY,SUITE 506,LOS ANGELES,CA,90045,UNITED STATES,(310) 216-6988,,33.93102,-118.3733
027396,027396,6/30/2025 12:00:00 AM,TRANS PACIFIC FORWARDING INC,"1744 W 166TH STREET SUITE B GARDENA, CA 90247 UNITED STATES",N/A,1744 W 166TH STREET,SUITE B,GARDENA,CA,90247,UNITED STATES,(310) 293-1334,,33.89246,-118.2961
013254,013254,4/30/2024 12:00:00 AM,"TRANS PACIFIC SHIPPING, INC.","4332 CERRITOS AVENUE SUITE 100 LOS ALAMITOS, CA 90720 UNITED STATES",N/A,4332 CERRITOS AVENUE,SUITE 100,LOS ALAMITOS,CA,90720,UNITED STATES,(310) 787-3201,,33.79529,-118.0699
030793,030793,3/31/2025 12:00:00 AM,TRANS POWER INTERNATIONAL LOGISTICS (USA) CORP,"12121 CENTRALIA ST SUITE 309 LAKEWOOD, CA 90715 UNITED STATES",N/A,12121 CENTRALIA ST,SUITE 309,LAKEWOOD,CA,90715,UNITED STATES,(626) 716-1612,,33.84045,-118.0767
017322,017322,2/28/2023 12:00:00 AM,"TRANS STATE LOGISTICS, INC.","9080 TELSTAR AVENUE SUITE 332 EL MONTE, CA 91731 UNITED STATES",N/A,9080 TELSTAR AVENUE,SUITE 332,EL MONTE,CA,91731,UNITED STATES,(626) 943-0188,12/9/2013 12:00:00 AM,34.06877,-118.0692
021210,021210,10/31/2023 12:00:00 AM,"TRANS WAGON INT'L (USA) CO., LTD.","1357 RIDGEWAY STREET POMONA, CA 91768 UNITED STATES",N/A,1357 RIDGEWAY STREET,,POMONA,CA,91768,UNITED STATES,(909) 598-3348,11/23/2012 12:00:00 AM,34.00848,-117.8613
017323,017323,3/31/2023 12:00:00 AM,"TRANS-AM CONTAINER LINE, INC.","116 -118 WEST HAZEL STREET INGLEWOOD, CA 90302 UNITED STATES",N/A,116 -118 WEST HAZEL STREET,,INGLEWOOD,CA,90302,UNITED STATES,(310) 330-8999,,33.96818,-118.3559
018882,018882,2/28/2025 12:00:00 AM,TRANS-AMERICA EXPRESS,"14071 PEYTON DRIVE UNIT 1870 CHINO HILLS, CA 91709 UNITED STATES",N/A,14071 PEYTON DRIVE,UNIT 1870,CHINO HILLS,CA,91709,UNITED STATES,(909) 595-7618,4/11/2013 12:00:00 AM,34.00859,-117.8611
025749,025749,9/30/2024 12:00:00 AM,"TRANSAMERICAN SHIPPING, INC.","2231 BATSON AVENUE ROWLAND HEIGHTS, CA 91748 UNITED STATES",N/A,2231 BATSON AVENUE,,ROWLAND HEIGHTS,CA,91748,UNITED STATES,(626) 935-9160,,33.98178,-117.8969
016762,016762,2/28/2024 12:00:00 AM,"TRANSCON SHIPPING CO., INC.","525 DOUGLAS STREET SUITE 280 EL SEGUNDO, CA 90245 UNITED STATES",GRAND GLOBAL LOGISTICS,525 DOUGLAS STREET,SUITE 280,EL SEGUNDO,CA,90245,UNITED STATES,(310) 216-2188,7/27/2018 12:00:00 AM,33.95919,-118.3913
027903,027903,3/31/2025 12:00:00 AM,"TRANSFORMERS NETWORK, INC.","1050 LAKES DR.  SUITE 210 WEST COVINA, CA 91790 UNITED STATES",T.NETWORK,1050 LAKES DR. ,SUITE 210,WEST COVINA,CA,91790,UNITED STATES,(626) 804-1477,,34.06734,-117.9366
022078,022078,8/31/2022 12:00:00 AM,"TRANSIT AIR CARGO, INC.","2204 E. 4TH STREET SANTA ANA, CA 92705 UNITED STATES",N/A,2204 E. 4TH STREET,,SANTA ANA,CA,92705,UNITED STATES,(714) 380-5500,,33.7477,-117.8356
027800,027800,10/31/2022 12:00:00 AM,TRANSMARINE LOGISTICS INC,"14860 CENTRAL AVENUE CHINO, CA 91710 UNITED STATES",N/A,14860 CENTRAL AVENUE,,CHINO,CA,91710,UNITED STATES,(909) 615-8008,,34.01253,-117.6844
023921,023921,1/31/2023 12:00:00 AM,"TRANSMARINE SHIPPING, INC.","200 E. ALONDRA BLVD. CARSON, CA 90248 UNITED STATES",N/A,200 E. ALONDRA BLVD.,,CARSON,CA,90248,UNITED STATES,(310) 338-1098,6/16/2013 12:00:00 AM,33.93208,-118.3697
017324,017324,4/30/2023 12:00:00 AM,TRANSMATE LOGISTICS CORP.,"20212 S. RANCHO WAY UNIT C RANCHO DOMINGUEZ, CA 90220 UNITED STATES",TLC EXPRESS LINES,20212 S. RANCHO WAY,UNIT C,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 635-0330,,33.89202,-118.2729
