Ocean Transportation Intermediaries (OTI) List,
Federal Maritime Commission,
Org. No.,Lic. No.,Renewal,Name,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,Latitude,Longitude
029224,029224,4/30/2023 12:00:00 AM,"F1 GLOBAL, INC.","19220 S. ALAMEDA ST SUITE 101 COMPTON, CA 90221 UNITED STATES",N/A,19220 S. ALAMEDA ST,SUITE 101,COMPTON,CA,90221,UNITED STATES,(626) 474-6126,33.89732,-118.2037
024836,024836,6/30/2023 12:00:00 AM,"FAGO INTERNATIONAL, INC.","9682 TELSTAR AVENUE SUITE 101 EL MONTE, CA 91731 UNITED STATES",N/A,9682 TELSTAR AVENUE,SUITE 101,EL MONTE,CA,91731,UNITED STATES,(626) 579-6699,34.07914,-118.0371
030659,030659,9/30/2024 12:00:00 AM,FAIR BRIDGE LOGISTICS LLC,"21136 S. WILMINGTON AVE. SUITE 310 CARSON, CA 90810 UNITED STATES",N/A,21136 S. WILMINGTON AVE.,SUITE 310,CARSON,CA,90810,UNITED STATES,(310) 294-6376,33.81099,-118.215
024610,024610,10/31/2023 12:00:00 AM,"FAR EAST FREIGHT NETWORKS, INC.","2662 E DEL AMO BLVD COMPTON, CA 90221 UNITED STATES",N/A,2662 E DEL AMO BLVD,,COMPTON,CA,90221,UNITED STATES,(310) 436-6886,33.88219,-118.2719
010186,004420,10/31/2023 12:00:00 AM,FARBER AND COMPANY,"444 W. OCEAN BLVD. SUITE 516 LONG BEACH, CA 90802 UNITED STATES",N/A,444 W. OCEAN BLVD.,SUITE 516,LONG BEACH,CA,90802,UNITED STATES,(562) 432-8748,33.76668,-118.1974
028494,028494,4/30/2025 12:00:00 AM,FAST ENERGY GROUP INC,"3860 HARLEQUIN TER FREMONT, CA 94555 UNITED STATES",N/A,3860 HARLEQUIN TER,,FREMONT,CA,94555,UNITED STATES,4159372107,37.57346,-122.0469
028350,028350,10/31/2024 12:00:00 AM,FEIDI SUPPLY CHAIN MANAGEMENT CORP,"13553 ALONDRA BLVD SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,13553 ALONDRA BLVD,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 229-0170,33.94641,-118.0838
025218,025218,8/31/2023 12:00:00 AM,"FELIX LOGISTICS, INC.","6281 BEACH BLVD. SUITE 312 BUENA PARK, CA 90621 UNITED STATES",N/A,6281 BEACH BLVD.,SUITE 312,BUENA PARK,CA,90621,UNITED STATES,(714) 356-8862,33.87313,-117.9943
013319,003948,8/31/2024 12:00:00 AM,FEN LAN WANG,"119 S. ATLANTIC BLVD. SUITE 218 MONTEREY PARK, CA 91754 UNITED STATES",G.O.D. EXPRESS CO.,119 S. ATLANTIC BLVD.,SUITE 218,MONTEREY PARK,CA,91754,UNITED STATES,(626) 242-3777,34.06173,-118.1345
027836,027836,6/30/2023 12:00:00 AM,"FILM LOGIC CUSTOMS BROKERS, INC.","15100 S. BROADWAY GARDENA, CA 90248 UNITED STATES",N/A,15100 S. BROADWAY,,GARDENA,CA,90248,UNITED STATES,(310) 352-1122,33.87451,-118.2893
015391,015391,1/31/2025 12:00:00 AM,FIRSTLINK FREIGHT INTERNATIONAL CORP.,"18017 SKY PARK CIRCLE SUITE D IRVINE, CA 92614 UNITED STATES",N/A,18017 SKY PARK CIRCLE,SUITE D,IRVINE,CA,92614,UNITED STATES,(949) 752-3083,33.68831,-117.8548
017762,017762,2/28/2024 12:00:00 AM,"FLEGENHEIMER INTERNATIONAL, INC.","277 W. GRAND AVENUE EL SEGUNDO, CA 90245 UNITED STATES",N/A,277 W. GRAND AVENUE,,EL SEGUNDO,CA,90245,UNITED STATES,(310) 322-4366,33.91904,-118.418
025219,025219,9/30/2023 12:00:00 AM,FLEXPORT INTERNATIONAL LLC,"760 MARKET STREET, 8TH FLOOR SAN FRANCISCO, CA 94102 UNITED STATES",N/A,"760 MARKET STREET, 8TH FLOOR",,SAN FRANCISCO,CA,94102,UNITED STATES,(415) 231-5252,37.78133,-122.4167
024714,024714,4/30/2023 12:00:00 AM,"FML LOGISTICS, INC.","3820 DEL AMO BLVD. SUITE 350 TORRANCE, CA 90503 UNITED STATES",N/A,3820 DEL AMO BLVD.,SUITE 350,TORRANCE,CA,90503,UNITED STATES,(310) 410-0200,33.83971,-118.3542
013750,004229,9/30/2023 12:00:00 AM,"FNS, INC.","1545 FRANCISCO STREET TORRANCE, CA 90501 UNITED STATES",N/A,1545 FRANCISCO STREET,,TORRANCE,CA,90501,UNITED STATES,(661) 615-2300,33.86602,-118.2332
024764,024764,4/30/2024 12:00:00 AM,FORD GLOBAL ENTERPRISES LTD. LIABILITY CO.,"2401 WATERMAN BLVD. A4-319 FAIRFIELD, CA 94534 UNITED STATES",THE VISION LOGISTICS GROUP,2401 WATERMAN BLVD.,A4-319,FAIRFIELD,CA,94534,UNITED STATES,(707) 580-2457,38.23833,-122.0392
026873,026873,3/31/2025 12:00:00 AM,FOREMAN LOGISTICS INC.,"11099 S. LA CIENEGA BLVD. SUITE #230 LOS ANGELES, CA 90045 UNITED STATES",N/A,11099 S. LA CIENEGA BLVD.,SUITE #230,LOS ANGELES,CA,90045,UNITED STATES,(424) 527-2616,33.96307,-118.3941
007505,007505,5/31/2025 12:00:00 AM,"FORMOSA CONTAINER LINE, INC.","18811 CRENSHAW PLACEE TORRANCE, CA 90504 UNITED STATES",N/A,18811 CRENSHAW PLACEE,,TORRANCE,CA,90504,UNITED STATES,(310) 630-0588,33.85904,-118.3267
021591,021591,1/31/2025 12:00:00 AM,FOX GLOBAL LOGISTICS CORPORATION,"970 E. 236TH STREET CARSON, CA 90745 UNITED STATES",N/A,970 E. 236TH STREET,,CARSON,CA,90745,UNITED STATES,(310) 886-3888,33.81126,-118.2592
025025,025025,5/31/2023 12:00:00 AM,FOYTT INTERNATIONAL LLC,"140 30TH STREET HERMOSA BEACH, CA 90254 UNITED STATES","FOYTT, FOYTT INTERNATIONAL",140 30TH STREET,,HERMOSA BEACH,CA,90254,UNITED STATES,(310) 683-9141,33.86431,-118.3955
027780,002117,7/31/2023 12:00:00 AM,FRANCISCO INTERNATIONAL FORWARDING L.L.C.,"2187 FELIZ DRIVE NOVATO, CA 94945 UNITED STATES",N/A,2187 FELIZ DRIVE,,NOVATO,CA,94945,UNITED STATES,(415) 895-5073,38.1163,-122.5714
024142,024142,2/28/2024 12:00:00 AM,FREIGHT EXPRESS SHIPPING CORPORATION (FESCO),"15330 FAIRFIELD RANCH ROAD UNIT G CHINO HILLS, CA 91709 UNITED STATES",N/A,15330 FAIRFIELD RANCH ROAD,UNIT G,CHINO HILLS,CA,91709,UNITED STATES,(909) 586-3000,33.99625,-117.6892
027907,027907,7/31/2022 12:00:00 AM,FREIGHT ON BOARD INTERNATIONAL SERVICES LLC,"ONE WORLD TRADE CENTER 8TH FLOOR LONG BEACH, CA 90831 UNITED STATES",N/A,ONE WORLD TRADE CENTER,8TH FLOOR,LONG BEACH,CA,90831,UNITED STATES,(562) 676-4344,33.7677,-118.1986
024490,024490,10/31/2022 12:00:00 AM,FREIGHT OPTIONS,"446 CLOVERLEAF DRIVE BALDWIN PARK, CA 91706 UNITED STATES",FREIGHT CONSOLIDATION SERVICES,446 CLOVERLEAF DRIVE,,BALDWIN PARK,CA,91706,UNITED STATES,(626) 608-0988,34.06395,-118.0025
020133,020133,3/31/2023 12:00:00 AM,"FRIENDSHIP TRANSPORT, INC.","3625 DEL AMO BLVD. SUITE 360 TORRANCE, CA 90503 UNITED STATES",N/A,3625 DEL AMO BLVD.,SUITE 360,TORRANCE,CA,90503,UNITED STATES,(310) 320-1528,33.8458,-118.3227
013821,002588,8/31/2022 12:00:00 AM,"FUJITRANS U.S.A., INC.","1231 EAST 230TH STREET CARSON, CA 90745 UNITED STATES",ON BOARD SHIPPING LINE,1231 EAST 230TH STREET,,CARSON,CA,90745,UNITED STATES,(310) 600-1569,33.81805,-118.251
027399,027399,9/30/2022 12:00:00 AM,"FUKUYAMA BIAGI LOGISTICS, INC.","466 DEVLIN ROAD NAPA, CA 94558 UNITED STATES",N/A,466 DEVLIN ROAD,,NAPA,CA,94558,UNITED STATES,(707) 210-4639,38.32814,-122.3055
025931,025931,1/31/2023 12:00:00 AM,"GALLEON TECHNOLOGY, INC.","555 WEST 6TH STREET LOS ANGELES, CA 90013 UNITED STATES",SHIPPABO,555 WEST 6TH STREET,,LOS ANGELES,CA,90013,UNITED STATES,(888) 785-1833,34.04484,-118.2434
023247,023247,7/31/2024 12:00:00 AM,"GC LOGISTICS, INC.","77530 ENFIELD LANE SUITE H-2 PALM DESERT, CA 92211 UNITED STATES",CARGO UNLIMITED WORLDWIDE,77530 ENFIELD LANE,SUITE H-2,PALM DESERT,CA,92211,UNITED STATES,(844) 425-6447,33.7611,-116.3249
023296,023296,6/30/2025 12:00:00 AM,GEORGE DOBOVANSZKY,"555 EAST OCEAN BLVD. SUITE 601 LONG BEACH, CA 90802 UNITED STATES",STRATUS LOGISTICS,555 EAST OCEAN BLVD.,SUITE 601,LONG BEACH,CA,90802,UNITED STATES,(562) 951-0292,33.77095,-118.1921
015999,003262,2/28/2024 12:00:00 AM,"GES LOGISTICS, INC.","17151 NEWHOPE STREET SUITE 206 FOUNTAIN VALLEY, CA 92708 UNITED STATES",N/A,17151 NEWHOPE STREET,SUITE 206,FOUNTAIN VALLEY,CA,92708,UNITED STATES,(714) 884-3183,33.71558,-117.9285
030202,030202,2/28/2025 12:00:00 AM,GIANT GREEN GLOBAL LLC,"637 E. ALBERTONI STREET SUITE 202 CARSON, CA 90746 UNITED STATES",N/A,637 E. ALBERTONI STREET,SUITE 202,CARSON,CA,90746,UNITED STATES,(562) 850-7190,33.85844,-118.2554
022302,022302,2/28/2025 12:00:00 AM,GLOBAL ALLIANCE CORPORATION LTD.,"9550 FLAIR DRIVE SUITE 212 EL MONTE, CA 91731 UNITED STATES",GLOBAL ALLIANCE LINE,9550 FLAIR DRIVE,SUITE 212,EL MONTE,CA,91731,UNITED STATES,(626) 258-2900,34.07144,-118.0611
021280,021280,10/31/2022 12:00:00 AM,"GLOBAL CARGO EXPRESS, INC.","2063 SOUTH ATLANTIC BLVD. SUITE 307 MONTEREY PARK, CA 91754 UNITED STATES",N/A,2063 SOUTH ATLANTIC BLVD.,SUITE 307,MONTEREY PARK,CA,91754,UNITED STATES,(323) 262-6688,34.04034,-118.1433
025694,025694,4/30/2025 12:00:00 AM,"GLOBAL CARGO SOLUTIONS, INC.","24328 S. VERMONT AVE SUITE# 230 HARBOR CITY, CA 90710 UNITED STATES",N/A,24328 S. VERMONT AVE,SUITE# 230,HARBOR CITY,CA,90710,UNITED STATES,(310)999-5322,33.797,-118.2991
028067,028067,7/31/2024 12:00:00 AM,"GLOBAL DCM, INC.","30143 MATISSE DRIVE RANCHO PALOS VERDES, CA 90275 UNITED STATES",GDCM,30143 MATISSE DRIVE,,RANCHO PALOS VERDES,CA,90275,UNITED STATES,(310) 909-6623,33.78778,-118.3572
021474,021474,4/30/2025 12:00:00 AM,"GLOBAL LOGISTICAL CONNECTIONS, INC.","19701 HAMILTON AVE, SUITE 160 TORRANCE, CA 90502 UNITED STATES",N/A,"19701 HAMILTON AVE, SUITE 160",,TORRANCE,CA,90502,UNITED STATES,(310) 603-2100,33.87074,-118.2275
025298,025298,8/31/2022 12:00:00 AM,"GLOBAL PEARL SERVICES USA, INC.","2911 E. HARCOURT STREET RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,2911 E. HARCOURT STREET,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 742-8288,33.89732,-118.2037
027548,023891,1/31/2025 12:00:00 AM,"GLOBAL PRO LOGISTICS, INC.","3838 W. CARSON ST. SUITE 330 TORRANCE, CA 90503 UNITED STATES",N/A,3838 W. CARSON ST.,SUITE 330,TORRANCE,CA,90503,UNITED STATES,(310) 538-3078,33.83971,-118.3542
026848,026848,8/31/2024 12:00:00 AM,"GLOBAL RELOCATIONS, INC.","715 ARROYO STREET UNIT A SAN FERNANDO, CA 91340 UNITED STATES",N/A,715 ARROYO STREET,UNIT A,SAN FERNANDO,CA,91340,UNITED STATES,(818) 772-6200,34.28751,-118.4352
023428,023428,8/31/2023 12:00:00 AM,GLOBAL TRADE & CUSTOMS INC.,"ONE WORLD TRADE CENTER SUITE 1650 LONG BEACH, CA 90831 UNITED STATES",N/A,ONE WORLD TRADE CENTER,SUITE 1650,LONG BEACH,CA,90831,UNITED STATES,(562) 216-7979,33.7677,-118.1986
027074,027074,4/30/2025 12:00:00 AM,"GLOBAL WORLDWIDE LOGISTICS, INC.","17150 NORWALK BLVD. SUITE 118 CERRITOS, CA 90703 UNITED STATES",GWL LOGISTICS INC,17150 NORWALK BLVD.,SUITE 118,CERRITOS,CA,90703,UNITED STATES,(855) 495-4685,33.85833,-118.0639
020951,020951,1/31/2024 12:00:00 AM,GLOBERUNNERS INCORPORATED,"3400 DOUGLAS BLVD SUITE 140 ROSEVILLE, CA 95661 UNITED STATES",N/A,3400 DOUGLAS BLVD,SUITE 140,ROSEVILLE,CA,95661,UNITED STATES,(916) 787-0102,44.91828,-92.96537
021173,021173,3/31/2025 12:00:00 AM,"GLOVIS AMERICA, INC.","17305 VON KARMAN AVENUE SUITE 200 IRVINE, CA 92614 UNITED STATES",N/A,17305 VON KARMAN AVENUE,SUITE 200,IRVINE,CA,92614,UNITED STATES,(714) 435-2960,33.69018,-117.8425
031000,031000,10/31/2025 12:00:00 AM,GO LOGIS INC,"1501 N. HARBOR BLVD. SUITE 200 FULLERTON, CA 92835 UNITED STATES",N/A,1501 N. HARBOR BLVD.,SUITE 200,FULLERTON,CA,92835,UNITED STATES,(657) 248-7012,33.9022,-117.9065
024850,024850,10/31/2024 12:00:00 AM,GODSPEED TRANSPORTATION INC,"135 SOUTH STATE COLLEGE BLVD. SUITE 200 BREA, CA 92821 UNITED STATES",N/A,135 SOUTH STATE COLLEGE BLVD.,SUITE 200,BREA,CA,92821,UNITED STATES,(714) 680-9157,33.90722,-117.918
027496,027496,6/30/2025 12:00:00 AM,"GRACE INTERNATIONAL RELOCATIONS, LLC","4140 OCEANSIDE BLVD. SUITE 159 OCEANSIDE, CA 92056 UNITED STATES",N/A,4140 OCEANSIDE BLVD.,SUITE 159,OCEANSIDE,CA,92056,UNITED STATES,(760) 208-0906,33.19678,-117.2831
030673,030673,3/31/2025 12:00:00 AM,"GRAND FREIGHT SERVICE, INC.","516 E. LIVE OAK STREET SAN GABRIEL, CA 91776 UNITED STATES",N/A,516 E. LIVE OAK STREET,,SAN GABRIEL,CA,91776,UNITED STATES,(626) 377-6560,34.08903,-118.0955
006450,002926,6/30/2023 12:00:00 AM,GREAT WORLD EXPRESS CORPORATION,"518 ECCLES AVE. SO. SAN FRANCISCO, CA 94080 UNITED STATES",N/A,518 ECCLES AVE.,,SO. SAN FRANCISCO,CA,94080,UNITED STATES,(650) 873-9050,37.64433,-122.3975
025365,025365,5/31/2024 12:00:00 AM,GREATWELL USA INC.,"14104 ARBOR PLACE UNIT B CERRITOS, CA 90703 UNITED STATES",N/A,14104 ARBOR PLACE,UNIT B,CERRITOS,CA,90703,UNITED STATES,(310) 733-1287,33.85833,-118.0639
023328,004673,3/31/2025 12:00:00 AM,GREEN LINE SHIPPING & LOGISTICS SERVICES INC.,"16230 LAKE VIEW LANE APPLE VALLEY, CA 92307 UNITED STATES",N/A,16230 LAKE VIEW LANE,,APPLE VALLEY,CA,92307,UNITED STATES,(760) 247-0717,34.54648,-117.1711
026765,026765,5/31/2024 12:00:00 AM,GREEN MAPLE CORPORATION,"2218 TRACY PLACE ALHAMBRA, CA 91803 UNITED STATES",N/A,2218 TRACY PLACE,,ALHAMBRA,CA,91803,UNITED STATES,(909) 859-5678,34.07451,-118.1434
028605,028605,5/31/2025 12:00:00 AM,HAADI SHIPPING & AUTO BODY WORK,"2308 JEANS COURT SIGNAL HILL, CA 90755 UNITED STATES",N/A,2308 JEANS COURT,,SIGNAL HILL,CA,90755,UNITED STATES,(323) 590-9806,33.8037,-118.1688
026443,026443,3/31/2024 12:00:00 AM,HAI-WIND WORLDWIDE INC,"218 WEST GARVEY AVENUE SUITE K MONTEREY PARK, CA 91754 UNITED STATES",N/A,218 WEST GARVEY AVENUE,SUITE K,MONTEREY PARK,CA,91754,UNITED STATES,(626) 634-4145,34.05341,-118.1271
030101,030101,1/31/2025 12:00:00 AM,HANA GROUP LLC,"17216 RACHELS WAY CHINO HILLS, CA 91709 UNITED STATES",N/A,17216 RACHELS WAY,,CHINO HILLS,CA,91709,UNITED STATES,(201) 658-3949,33.97974,-117.7308
030606,030606,6/30/2025 12:00:00 AM,"HANSOL GLOBAL LOGISTICS USA, INC.","6131 ORANGETHORPE AVE. SUITE 265 BUENA PARK, CA 90620 UNITED STATES",N/A,6131 ORANGETHORPE AVE.,SUITE 265,BUENA PARK,CA,90620,UNITED STATES,(714) 594-5073,33.84061,-118.0114
024662,024662,2/28/2024 12:00:00 AM,"HARVEST LOGISTICS, LLC","2441 PORTER STREET LOS ANGELES, CA 90021 UNITED STATES",N/A,2441 PORTER STREET,,LOS ANGELES,CA,90021,UNITED STATES,2136888804,34.0333,-118.2447
013466,002118,8/31/2023 12:00:00 AM,HAYAKAWA FORWARDING INC.,"4444 VIA MARINA SUITE 809 MARINA DEL REY, CA 90292 UNITED STATES",N/A,4444 VIA MARINA,SUITE 809,MARINA DEL REY,CA,90292,UNITED STATES,(310) 823-8880,33.97269,-118.4565
004753,001599,9/30/2022 12:00:00 AM,"HECNY TRANSPORTATION, INC.","19550 SOUTH DOMINGUEZ HILLS DRIVE RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,19550 SOUTH DOMINGUEZ HILLS DRIVE,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(562) 616-7888,37.69196,-122.4056
031010,031010,3/25/2025 12:00:00 AM,HKY SHIPPING INC.,"23555 GOLDEN SPRING DR. #H DIAMOND BAR, CA 91765 UNITED STATES",N/A,23555 GOLDEN SPRING DR.,#H,DIAMOND BAR,CA,91765,UNITED STATES,(909) 718-4050,34.00658,-117.8098
028066,028066,6/30/2024 12:00:00 AM,HONU GLOBAL LOGISTICS. LLC,"31157 SAN BENITO STREET HAYWARD, CA 94544 UNITED STATES",N/A,31157 SAN BENITO STREET,,HAYWARD,CA,94544,UNITED STATES,(650) 922-4448,37.63744,-122.067
022209,022209,9/30/2022 12:00:00 AM,HORIZON INTERNATIONAL CARGO INC.,"5422 W. ROSECRANS AVENUE HAWTHORNE, CA 90250 UNITED STATES",N/A,5422 W. ROSECRANS AVENUE,,HAWTHORNE,CA,90250,UNITED STATES,(310) 297-9069,33.91322,-118.347
004262,000504,4/30/2025 12:00:00 AM,"HOWARD HARTRY, INC.","727 WEST CAPITOL DRIVE SAN PEDRO, CA 90731 UNITED STATES",N/A,727 WEST CAPITOL DRIVE,,SAN PEDRO,CA,90731,UNITED STATES,(310) 732-4252,33.75866,-118.2938
004157,000247,7/31/2024 12:00:00 AM,"HOYT, SHEPSTON & SCIARONI, INC.","264 MICHELLE CT. SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",HOYT OVERSEAS TRANSPORTATION,264 MICHELLE CT.,,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 636-0100,37.64862,-122.4169
017381,017381,1/31/2025 12:00:00 AM,HPK LOGISTICS (USA) INC,"1880 SOUTH MILLIKEN AVENUE ONTARIO, CA 91761 UNITED STATES",TRADE WIND INTERNATIONAL,1880 SOUTH MILLIKEN AVENUE,,ONTARIO,CA,91761,UNITED STATES,(909) 937-6666,34.0563,-117.7996
029336,029336,6/30/2023 12:00:00 AM,"HPL-APOLLO, LLC","5330 W 102ND ST LOS ANGELES, CA 90045 UNITED STATES",N/A,5330 W 102ND ST,,LOS ANGELES,CA,90045,UNITED STATES,(310) 258-6148,33.96307,-118.3941
024702,024702,2/28/2025 12:00:00 AM,"HT CARGO USA, INC.","9443 HEIL AVENUE FOUNTAIN VALLEY, CA 92708 UNITED STATES",N/A,9443 HEIL AVENUE,,FOUNTAIN VALLEY,CA,92708,UNITED STATES,714-530-8400,33.71076,-117.9523
022379,022379,9/30/2022 12:00:00 AM,"HTNS AMERICA, INC.","17258 SOUTH MAIN STREET GARDENA, CA 90248 UNITED STATES","UKO LOGIS, INC.",17258 SOUTH MAIN STREET,,GARDENA,CA,90248,UNITED STATES,(310) 327-2159,33.87454,-118.2755
027285,027285,5/31/2025 12:00:00 AM,HTT CARGO INC,"20955 PATHFINDER ROAD SUITE 205 DIAMOND BAR, CA 91765 UNITED STATES",N/A,20955 PATHFINDER ROAD,SUITE 205,DIAMOND BAR,CA,91765,UNITED STATES,(626) 317-9880,34.00658,-117.8098
027335,027335,5/31/2023 12:00:00 AM,"HUBTRANS LOGISTICS, INC.","14107 DINARD AVENUE SANTA FE SPRINGS, CA 90670 UNITED STATES","LINKONE LOGISTICS, LINKONE GLS",14107 DINARD AVENUE,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 404-0001,33.94641,-118.0838
026587,026587,7/31/2025 12:00:00 AM,HYUNDAI PLATFORM CORP,"14241 E. FIRESTONE BLVD. STE 220 LA MIRADA, CA 90638 UNITED STATES",N/A,14241 E. FIRESTONE BLVD.,STE 220,LA MIRADA,CA,90638,UNITED STATES,(424) 254-2399,33.90668,-118.0101
021974,021974,4/30/2025 12:00:00 AM,HYUNDAI SHIPPING USA INC,"18300 SOUTH WILMINGTON AVENUE UNIT 160 RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,18300 SOUTH WILMINGTON AVENUE,UNIT 160,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 763-0001,33.86546,-118.2347
014182,004117,7/31/2023 12:00:00 AM,"I.L.S., INC.","18618 SOUTH FERRIS PLACE RANCHO DOMINGUEZ, CA 90220 UNITED STATES",AVALON MARITIME,18618 SOUTH FERRIS PLACE,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 671-8300,33.96601,-118.3667
025895,025895,5/31/2025 12:00:00 AM,ICARGO LOGISTICS INC,"6230 EUCALYPTUS AVENUE CHINO, CA 91710 UNITED STATES",N/A,6230 EUCALYPTUS AVENUE,,CHINO,CA,91710,UNITED STATES,(626) 380-0380,34.01253,-117.6844
029081,029081,1/31/2025 12:00:00 AM,IDC LOGISTICS INC.,"6700 ARTESIA BLVD. BUENA PARK, CA 90620 UNITED STATES",N/A,6700 ARTESIA BLVD.,,BUENA PARK,CA,90620,UNITED STATES,(626) 606-0360,33.84061,-118.0114
027636,027636,6/30/2023 12:00:00 AM,"ILYANG EXPRESS USA, INC","377 E. CHAPMAN AVENUE SUITE 110 PLACENTIA, CA 92670 UNITED STATES",N/A,377 E. CHAPMAN AVENUE,SUITE 110,PLACENTIA,CA,92670,UNITED STATES,(714) 203-1534,,
031176,031176,6/30/2025 12:00:00 AM,I-MEREX GROUP OF COMPANIES USA LLC,"24414 MAIN ST SUITE 202 CARSON, CA 90745 UNITED STATES",N/A,24414 MAIN ST,SUITE 202,CARSON,CA,90745,UNITED STATES,(310) 549-9999,33.82297,-118.2683
001326,000027,7/31/2023 12:00:00 AM,"IMPEX SERVICES, INC.","1833 GANGES AVENUE EL CERRITO, CA 94530 UNITED STATES",N/A,1833 GANGES AVENUE,,EL CERRITO,CA,94530,UNITED STATES,(510) 900-3002,37.87809,-122.2695
030066,030066,6/30/2024 12:00:00 AM,INFINIT EXPRESS LOGISTICS LLC,"10928 WEAVER AVE  #A SOUTH EL MONTE, CA 91733 UNTED STATES",N/A,10928 WEAVER AVE ,#A,SOUTH EL MONTE,CA,91733,UNTED STATES,(626) 862-9998,34.05568,-118.0444
026444,026444,4/30/2024 12:00:00 AM,INFINITY TRANS (LAX) INC.,"16960 GALE AVENUE SUITE 110 CITY OF INDUSTRY, CA 91745 UNITED STATES",SLM LOGISTICS,16960 GALE AVENUE,SUITE 110,CITY OF INDUSTRY,CA,91745,UNITED STATES,(626) 968-2967,33.99774,-117.9652
022407,022407,7/31/2025 12:00:00 AM,INLINE FREIGHT SYSTEM INC.,"3030 CASTLE ROCK ROAD DIAMOND BAR, CA 91765 UNITED STATES",N/A,3030 CASTLE ROCK ROAD,,DIAMOND BAR,CA,91765,UNITED STATES,(626) 271-5353,34.00658,-117.8098
020894,020894,4/30/2025 12:00:00 AM,"INTEGRATED FREIGHT SOLUTIONS, INC.","861 HINCKLEY ROAD BURLINGAME, CA 94010 UNITED STATES",N/A,861 HINCKLEY ROAD,,BURLINGAME,CA,94010,UNITED STATES,(650) 697-8865,37.59784,-122.3688
018856,018856,6/30/2024 12:00:00 AM,INTEGRATED LOGISTICS MANAGEMENT CORPORATION,"16200 SCIENTIFIC WAY IRVINE, CA 92618 UNITED STATES",N/A,16200 SCIENTIFIC WAY,,IRVINE,CA,92618,UNITED STATES,(949) 305-8500,33.6671,-117.7415
025002,023087,7/31/2022 12:00:00 AM,INTELLIGENT SCM LLC,"12900 SIMMS AVENUE HAWTHORNE, CA 90250 UNITED STATES","ISLAND CARGO SUPPORT; UPLOAD CARGO, KINGSCOTE FREIGHT; KRL, UPLOAD LOGISTICS; AWA LOGISTICS, AMERICAN WORLDWIDE AGENCIES; AWA LINES",12900 SIMMS AVENUE,,HAWTHORNE,CA,90250,UNITED STATES,(562) 249-6957,33.91322,-118.347
028027,028027,7/31/2023 12:00:00 AM,"INTER OCEAN LOGISTICS USA, INC.","2253 WANDERING RIDGE DRIVE CHINO HILLS, CA 91709 UNITED STATES",N/A,2253 WANDERING RIDGE DRIVE,,CHINO HILLS,CA,91709,UNITED STATES,(909) 868-8511,33.97974,-117.7308
014236,004501,1/31/2025 12:00:00 AM,INTERLINE CORPORATION,"2203 EAST CARSON STREET UNIT A-3 CARSON, CA 90810 UNITED STATES",N/A,2203 EAST CARSON STREET,UNIT A-3,CARSON,CA,90810,UNITED STATES,(310) 834-5500,33.83376,-118.2317
004703,001502,2/28/2025 12:00:00 AM,INTERNATIONAL ACTIVITIES CORPORATION,"819 MITTEN ROAD SUITE C BURLINGAME, CA 94010 UNITED STATES",N/A,819 MITTEN ROAD,SUITE C,BURLINGAME,CA,94010,UNITED STATES,(650) 692-1332,37.59998,-122.3837
028511,028511,1/31/2023 12:00:00 AM,INTERNATIONAL CARGO INC,"3681 WALNUT AVENUE CHINO, CA 91710 UNITED STATES",N/A,3681 WALNUT AVENUE,,CHINO,CA,91710,UNITED STATES,(626) 660-4966,34.01253,-117.6844
004681,001461,1/31/2024 12:00:00 AM,"INTERNATIONAL FREIGHT SERVICES, INC.","1610 ROLLINS ROAD BURLINGAME, CA 94010 UNITED STATES",N/A,1610 ROLLINS ROAD,,BURLINGAME,CA,94010,UNITED STATES,(650) 692-1632,37.5947,-122.3736
026513,026513,3/31/2023 12:00:00 AM,INTEROCEAN TRADE AND TRANSPORTATION INC,"1101 W. VALLEY BLVD. SUITE 209 ALHAMBRA, CA 91803 UNITED STATES",ITTI LINE,1101 W. VALLEY BLVD.,SUITE 209,ALHAMBRA,CA,91803,UNITED STATES,(626) 741-5311,34.07451,-118.1434
004011,002811,1/31/2023 12:00:00 AM,INTER-ORIENT CORPORATION,"1455 MONTEREY PASS ROAD SUITE 205 MONTEREY PARK, CA 91754 UNITED STATES",N/A,1455 MONTEREY PASS ROAD,SUITE 205,MONTEREY PARK,CA,91754,UNITED STATES,(323) 263-1820,34.04495,-118.1624
010889,010889,9/30/2022 12:00:00 AM,"INTERPORT FREIGHT SYSTEMS, INC.","12923 CERISE AVENUE HAWTHORNE, CA 90250 UNITED STATES",N/A,12923 CERISE AVENUE,,HAWTHORNE,CA,90250,UNITED STATES,(310) 970-8000,33.91436,-118.3326
